# EIS post-launch calibration factors for 2011-07-02T03:38:08
# I_corrected = I_preflight * factor
# columns: wavelength[A]  NRL_Warren2014  DelZanna2013
   268.90   1.058553e+00   2.112188e+00
   269.00   1.060136e+00   2.110026e+00
   269.10   1.061811e+00   2.107960e+00
   269.20   1.063398e+00   2.105970e+00
   269.30   1.064901e+00   2.104052e+00
   269.40   1.066324e+00   2.102201e+00
   269.50   1.067671e+00   2.100414e+00
   269.60   1.068944e+00   2.098687e+00
   269.70   1.070149e+00   2.097018e+00
   269.80   1.071288e+00   2.095401e+00
   269.90   1.072366e+00   2.093835e+00
   270.00   1.073386e+00   2.092315e+00
   270.10   1.074652e+00   2.090701e+00
   270.20   1.075867e+00   2.089129e+00
   270.30   1.077023e+00   2.087605e+00
   270.40   1.078114e+00   2.086136e+00
   270.50   1.079132e+00   2.084725e+00
   270.60   1.080070e+00   2.083381e+00
   270.70   1.080921e+00   2.082107e+00
   270.80   1.081679e+00   2.080911e+00
   270.90   1.082335e+00   2.079797e+00
   271.00   1.082883e+00   2.078772e+00
   271.10   1.083560e+00   2.077919e+00
   271.20   1.084135e+00   2.077172e+00
   271.30   1.084614e+00   2.076505e+00
   271.40   1.084997e+00   2.075896e+00
   271.50   1.085287e+00   2.075319e+00
   271.60   1.085490e+00   2.074752e+00
   271.70   1.085607e+00   2.074171e+00
   271.80   1.085641e+00   2.073550e+00
   271.90   1.085596e+00   2.072867e+00
   272.00   1.085474e+00   2.072096e+00
   272.10   1.085568e+00   2.070753e+00
   272.20   1.085585e+00   2.069288e+00
   272.30   1.085527e+00   2.067756e+00
   272.40   1.085396e+00   2.066215e+00
   272.50   1.085193e+00   2.064721e+00
   272.60   1.084921e+00   2.063333e+00
   272.70   1.084581e+00   2.062108e+00
   272.80   1.084175e+00   2.061104e+00
   272.90   1.083706e+00   2.060381e+00
   273.00   1.083176e+00   2.059999e+00
   273.10   1.082861e+00   2.059539e+00
   273.20   1.082487e+00   2.059322e+00
   273.30   1.082054e+00   2.059392e+00
   273.40   1.081564e+00   2.059796e+00
   273.50   1.081018e+00   2.060582e+00
   273.60   1.080418e+00   2.061800e+00
   273.70   1.079767e+00   2.063500e+00
   273.80   1.079064e+00   2.065736e+00
   273.90   1.078313e+00   2.068563e+00
   274.00   1.077514e+00   2.072042e+00
   274.10   1.076940e+00   2.075860e+00
   274.20   1.076322e+00   2.080357e+00
   274.30   1.075660e+00   2.085505e+00
   274.40   1.074956e+00   2.091279e+00
   274.50   1.074212e+00   2.097651e+00
   274.60   1.073430e+00   2.104596e+00
   274.70   1.072611e+00   2.112087e+00
   274.80   1.071758e+00   2.120096e+00
   274.90   1.070871e+00   2.128595e+00
   275.00   1.069953e+00   2.137554e+00
   275.10   1.069274e+00   2.146763e+00
   275.20   1.068567e+00   2.156610e+00
   275.30   1.067833e+00   2.167030e+00
   275.40   1.067073e+00   2.177955e+00
   275.50   1.066290e+00   2.189311e+00
   275.60   1.065483e+00   2.201019e+00
   275.70   1.064655e+00   2.212996e+00
   275.80   1.063808e+00   2.225151e+00
   275.90   1.062942e+00   2.237387e+00
   276.00   1.062059e+00   2.249598e+00
   276.10   1.061387e+00   2.262255e+00
   276.20   1.060695e+00   2.275116e+00
   276.30   1.059993e+00   2.288081e+00
   276.40   1.059286e+00   2.301039e+00
   276.50   1.058580e+00   2.313870e+00
   276.60   1.057877e+00   2.326447e+00
   276.70   1.057181e+00   2.338631e+00
   276.80   1.056494e+00   2.350274e+00
   276.90   1.055821e+00   2.361217e+00
   277.00   1.055164e+00   2.371293e+00
   277.10   1.054788e+00   2.380629e+00
   277.20   1.054421e+00   2.389042e+00
   277.30   1.054058e+00   2.396588e+00
   277.40   1.053694e+00   2.403326e+00
   277.50   1.053325e+00   2.409321e+00
   277.60   1.052946e+00   2.414644e+00
   277.70   1.052553e+00   2.419371e+00
   277.80   1.052139e+00   2.423584e+00
   277.90   1.051702e+00   2.427369e+00
   278.00   1.051236e+00   2.430817e+00
   278.10   1.050897e+00   2.435210e+00
   278.20   1.050519e+00   2.439123e+00
   278.30   1.050109e+00   2.442579e+00
   278.40   1.049675e+00   2.445600e+00
   278.50   1.049221e+00   2.448214e+00
   278.60   1.048756e+00   2.450446e+00
   278.70   1.048285e+00   2.452325e+00
   278.80   1.047815e+00   2.453882e+00
   278.90   1.047353e+00   2.455148e+00
   279.00   1.046905e+00   2.456158e+00
   279.10   1.046572e+00   2.457394e+00
   279.20   1.046227e+00   2.458275e+00
   279.30   1.045882e+00   2.458837e+00
   279.40   1.045551e+00   2.459116e+00
   279.50   1.045245e+00   2.459152e+00
   279.60   1.044976e+00   2.458985e+00
   279.70   1.044757e+00   2.458659e+00
   279.80   1.044601e+00   2.458218e+00
   279.90   1.044520e+00   2.457710e+00
   280.00   1.044525e+00   2.457183e+00
   280.10   1.044732e+00   2.456686e+00
   280.20   1.045011e+00   2.456066e+00
   280.30   1.045359e+00   2.455373e+00
   280.40   1.045771e+00   2.454658e+00
   280.50   1.046246e+00   2.453973e+00
   280.60   1.046779e+00   2.453373e+00
   280.70   1.047367e+00   2.452917e+00
   280.80   1.048008e+00   2.452662e+00
   280.90   1.048699e+00   2.452672e+00
   281.00   1.049436e+00   2.453012e+00
   281.10   1.050248e+00   2.454093e+00
   281.20   1.051107e+00   2.455544e+00
   281.30   1.052010e+00   2.457311e+00
   281.40   1.052954e+00   2.459336e+00
   281.50   1.053935e+00   2.461559e+00
   281.60   1.054951e+00   2.463917e+00
   281.70   1.055998e+00   2.466343e+00
   281.80   1.057073e+00   2.468768e+00
   281.90   1.058174e+00   2.471117e+00
   282.00   1.059296e+00   2.473315e+00
   282.10   1.060442e+00   2.475006e+00
   282.20   1.061604e+00   2.476585e+00
   282.30   1.062786e+00   2.478061e+00
   282.40   1.063991e+00   2.479444e+00
   282.50   1.065223e+00   2.480740e+00
   282.60   1.066482e+00   2.481961e+00
   282.70   1.067774e+00   2.483117e+00
   282.80   1.069102e+00   2.484217e+00
   282.90   1.070468e+00   2.485274e+00
   283.00   1.071875e+00   2.486298e+00
   283.10   1.073321e+00   2.487422e+00
   283.20   1.074798e+00   2.488489e+00
   283.30   1.076308e+00   2.489507e+00
   283.40   1.077855e+00   2.490486e+00
   283.50   1.079442e+00   2.491434e+00
   283.60   1.081073e+00   2.492359e+00
   283.70   1.082750e+00   2.493273e+00
   283.80   1.084478e+00   2.494184e+00
   283.90   1.086260e+00   2.495103e+00
   284.00   1.088099e+00   2.496042e+00
   284.10   1.090021e+00   2.497173e+00
   284.20   1.091999e+00   2.498327e+00
   284.30   1.094027e+00   2.499493e+00
   284.40   1.096100e+00   2.500662e+00
   284.50   1.098215e+00   2.501822e+00
   284.60   1.100366e+00   2.502963e+00
   284.70   1.102548e+00   2.504072e+00
   284.80   1.104758e+00   2.505136e+00
   284.90   1.106989e+00   2.506143e+00
   285.00   1.109238e+00   2.507079e+00
   285.10   1.111524e+00   2.508058e+00
   285.20   1.113841e+00   2.508981e+00
   285.30   1.116181e+00   2.509840e+00
   285.40   1.118541e+00   2.510624e+00
   285.50   1.120913e+00   2.511325e+00
   285.60   1.123293e+00   2.511931e+00
   285.70   1.125674e+00   2.512433e+00
   285.80   1.128051e+00   2.512819e+00
   285.90   1.130418e+00   2.513077e+00
   286.00   1.132770e+00   2.513198e+00
   286.10   1.135109e+00   2.513233e+00
   286.20   1.137434e+00   2.513111e+00
   286.30   1.139752e+00   2.512845e+00
   286.40   1.142065e+00   2.512448e+00
   286.50   1.144378e+00   2.511932e+00
   286.60   1.146696e+00   2.511311e+00
   286.70   1.149023e+00   2.510601e+00
   286.80   1.151363e+00   2.509816e+00
   286.90   1.153721e+00   2.508972e+00
   287.00   1.156101e+00   2.508087e+00
   287.10   1.158524e+00   2.507221e+00
   287.20   1.160962e+00   2.506275e+00
   287.30   1.163420e+00   2.505267e+00
   287.40   1.165904e+00   2.504211e+00
   287.50   1.168419e+00   2.503124e+00
   287.60   1.170973e+00   2.502024e+00
   287.70   1.173571e+00   2.500929e+00
   287.80   1.176218e+00   2.499858e+00
   287.90   1.178922e+00   2.498831e+00
   288.00   1.181687e+00   2.497869e+00
   288.10   1.184584e+00   2.497027e+00
   288.20   1.187546e+00   2.496241e+00
   288.30   1.190568e+00   2.495509e+00
   288.40   1.193645e+00   2.494827e+00
   288.50   1.196769e+00   2.494190e+00
   288.60   1.199936e+00   2.493594e+00
   288.70   1.203138e+00   2.493033e+00
   288.80   1.206370e+00   2.492505e+00
   288.90   1.209625e+00   2.492002e+00
   289.00   1.212897e+00   2.491520e+00
   289.10   1.216216e+00   2.490903e+00
   289.20   1.219565e+00   2.490305e+00
   289.30   1.222940e+00   2.489733e+00
   289.40   1.226339e+00   2.489195e+00
   289.50   1.229759e+00   2.488700e+00
   289.60   1.233199e+00   2.488255e+00
   289.70   1.236655e+00   2.487870e+00
   289.80   1.240125e+00   2.487555e+00
   289.90   1.243606e+00   2.487318e+00
   290.00   1.247097e+00   2.487170e+00
   290.10   1.250667e+00   2.486908e+00
   290.20   1.254253e+00   2.486715e+00
   290.30   1.257853e+00   2.486607e+00
   290.40   1.261468e+00   2.486603e+00
   290.50   1.265099e+00   2.486720e+00
   290.60   1.268744e+00   2.486979e+00
   290.70   1.272405e+00   2.487400e+00
   290.80   1.276081e+00   2.488004e+00
   290.90   1.279772e+00   2.488812e+00
   291.00   1.283478e+00   2.489850e+00
