y0,y1,x0,x1,Si_VII_275.368,Fe_IX_188.497,Fe_IX_197.862,Fe_X_184.536,Fe_XI_180.401,Fe_XI_188.216,S_X_264.233,Si_X_258.375,Fe_XII_192.394,Fe_XII_195.119,Fe_XIII_202.044,Fe_XIII_203.826,Fe_XIV_264.787,Fe_XIV_270.519,Fe_XV_284.160,S_XIII_256.686,Fe_XVI_262.984,Ar_XIV_194.396,Ca_XIV_193.874,Ca_XV_200.972,Ca_XVI_208.604,Ca_XVII_192.858
300,320,36,42,0.2473,0.4877,0.6680,0.6329,0.8100,0.7478,0.3720,0.3825,0.7467,0.7885,0.9405,0.3364,0.1758,0.2153,0.1657,0.0567,0.0538,0.0491,0.0654,0.1428,0.3200,2.9715
300,320,44,50,0.7954,0.7719,1.0361,0.8196,0.9928,0.9268,0.4319,0.5292,0.8178,0.8947,0.9287,0.2633,0.1950,0.2235,0.1552,0.0506,0.0493,0.0213,0.0122,0.1875,0.3041,3.8300
320,340,4,10,0.1217,0.3259,0.4269,0.5094,0.7406,0.6949,0.4252,0.2848,0.8112,0.8152,1.0966,0.5258,0.2393,0.2892,0.2546,0.2145,0.1212,0.1519,0.1948,0.1546,0.2562,2.3223
320,340,12,18,0.0834,0.2181,0.3065,0.3632,0.5203,0.4983,0.3812,0.2720,0.5613,0.5942,0.8178,0.3073,0.2277,0.2691,0.2112,0.1470,0.0771,0.1202,0.1420,0.1172,0.1609,1.6693
320,340,20,26,0.2033,0.2269,0.3270,0.3705,0.5420,0.5101,0.3998,0.3159,0.5472,0.5823,0.7897,0.2678,0.1913,0.2260,0.1641,0.0781,0.0522,0.0595,0.0680,0.0781,0.2721,1.7782
320,340,28,34,0.1755,0.3413,0.4555,0.4436,0.5788,0.5393,0.3337,0.2898,0.5299,0.5819,0.7355,0.2060,0.1622,0.1810,0.1449,0.0609,0.0467,0.0391,0.0304,0.0780,0.0000,2.0388
320,340,36,42,0.2024,0.2870,0.4154,0.4208,0.5705,0.5234,0.4333,0.3566,0.4932,0.5610,0.6828,0.1788,0.1982,0.2178,0.1573,0.0837,0.0564,0.0257,0.0244,0.0809,0.1601,1.9623
320,340,44,50,0.3339,0.9172,1.2216,0.8637,0.8290,0.7615,0.3957,0.3719,0.6126,0.6815,0.7364,0.2018,0.1626,0.1785,0.1395,0.0583,0.0541,0.0300,0.0066,0.0949,0.2255,2.9245
340,360,4,10,0.1316,0.1865,0.2703,0.2803,0.3887,0.3635,0.4369,0.2656,0.4165,0.4498,0.6674,0.1912,0.1692,0.2061,0.1532,0.0842,0.0451,0.0330,0.0411,0.0439,0.0363,1.3045
340,360,12,18,0.1685,0.1202,0.2042,0.2263,0.3541,0.3321,0.4319,0.2716,0.3923,0.4302,0.6388,0.1745,0.1661,0.2016,0.1405,0.0618,0.0341,0.0231,0.0213,0.0391,0.0761,1.0866
340,360,20,26,0.1116,0.2530,0.3553,0.3343,0.4232,0.4016,0.2742,0.1907,0.4237,0.4719,0.6386,0.1621,0.1291,0.1409,0.1239,0.0455,0.0349,0.0235,0.0111,0.0332,0.1131,1.3803
340,360,28,34,0.0857,0.1687,0.2432,0.2769,0.3826,0.3468,0.2755,0.1831,0.3561,0.4075,0.5513,0.1216,0.1211,0.1455,0.1264,0.0722,0.0456,0.0195,0.0120,0.0439,0.0939,1.3238
340,360,36,42,0.2622,0.3205,0.4943,0.4207,0.4979,0.4621,0.4103,0.2910,0.4270,0.4820,0.5834,0.1713,0.1568,0.1796,0.1531,0.1200,0.0724,0.0244,0.0113,0.0516,0.1083,1.7200
340,360,44,50,0.1573,0.5585,0.7497,0.5872,0.5844,0.5236,0.3496,0.2318,0.4249,0.4779,0.5600,0.1193,0.1221,0.1512,0.1236,0.0518,0.0462,0.0259,0.0128,0.0510,0.1163,1.8433
360,380,4,10,0.2332,0.2402,0.3336,0.3238,0.4251,0.4094,0.4932,0.3640,0.4276,0.4719,0.6518,0.1532,0.1599,0.1984,0.1218,0.0539,0.0274,0.0381,0.0079,0.0242,0.5232,1.4130
360,380,12,18,0.1542,0.3133,0.4181,0.3462,0.4471,0.4227,0.3002,0.2088,0.4407,0.4788,0.6583,0.1454,0.1038,0.1330,0.1032,0.0500,0.0294,0.0384,0.0042,0.0251,0.1392,1.4594
360,380,20,26,0.1068,0.1339,0.1822,0.1960,0.2933,0.2554,0.1941,0.1226,0.2812,0.3233,0.4857,0.0849,0.0782,0.1007,0.0884,0.0482,0.0247,0.0358,0.0084,0.0246,0.5722,0.8076
360,380,28,34,0.2046,0.1351,0.1990,0.2184,0.3096,0.2736,0.3283,0.2305,0.2720,0.3157,0.4346,0.0857,0.1295,0.1572,0.1308,0.1197,0.0534,0.0393,0.0136,0.0291,0.0969,0.9267
360,380,36,42,0.1934,0.5002,0.6634,0.5131,0.5247,0.4539,0.3279,0.2131,0.3521,0.3962,0.4590,0.1221,0.1407,0.1705,0.1684,0.1634,0.0916,0.0476,0.0286,0.0580,0.5226,1.5117
360,380,44,50,0.1277,0.3593,0.4599,0.4009,0.4412,0.3844,0.2970,0.1807,0.3218,0.3645,0.4691,0.1058,0.1285,0.1596,0.1321,0.0891,0.0476,0.0439,0.0113,0.0291,0.3385,1.2690
380,400,4,10,0.0804,0.3155,0.4302,0.4427,0.5338,0.5032,0.3301,0.1712,0.4692,0.5004,0.6264,0.1526,0.0926,0.1206,0.0880,0.0510,0.0228,0.0117,0.0010,0.0274,0.1674,1.7910
380,400,12,18,0.0604,0.1671,0.2445,0.2652,0.3072,0.2804,0.2560,0.1165,0.2551,0.2882,0.3883,0.0767,0.0718,0.0942,0.0754,0.0507,0.0166,0.0107,0.0019,0.0156,0.2721,0.9624
380,400,20,26,0.0667,0.1217,0.1611,0.1717,0.2078,0.1880,0.2528,0.1285,0.1813,0.2131,0.3211,0.0557,0.0705,0.0901,0.0741,0.0660,0.0161,0.0138,0.0029,0.0131,0.2501,0.5918
380,400,28,34,0.1474,0.2832,0.3971,0.3386,0.3845,0.3529,0.4634,0.2559,0.3084,0.3480,0.4117,0.1428,0.1831,0.2166,0.1643,0.1806,0.0676,0.0298,0.0146,0.0437,0.1694,1.2673
380,400,36,42,0.0798,0.3124,0.4470,0.3789,0.3676,0.3267,0.3553,0.1878,0.2612,0.2984,0.3807,0.1151,0.1651,0.2020,0.1911,0.1841,0.0913,0.0314,0.0393,0.0521,0.1654,1.0436
380,400,44,50,0.0487,0.2282,0.2979,0.2863,0.3148,0.2777,0.3375,0.1607,0.2520,0.2886,0.4040,0.1153,0.1384,0.1733,0.1440,0.1355,0.0559,0.0171,0.0163,0.0419,0.2579,0.9049
400,420,4,10,0.0613,0.1874,0.2129,0.1881,0.2463,0.2429,0.2358,0.1313,0.2342,0.2721,0.3835,0.0742,0.0673,0.0825,0.0632,0.0277,0.0198,0.0194,0.0016,0.0081,0.0000,0.8775
400,420,12,18,0.0842,0.1456,0.1746,0.1637,0.1996,0.1861,0.2112,0.1251,0.1694,0.2038,0.2884,0.0507,0.0606,0.0717,0.0605,0.0375,0.0242,0.0231,0.0004,0.0000,0.0000,0.6824
400,420,20,26,0.0849,0.1508,0.1862,0.1861,0.2449,0.2205,0.2860,0.1525,0.1971,0.2368,0.3059,0.0648,0.0801,0.0941,0.0751,0.0437,0.0265,0.0225,0.0016,0.0111,0.0000,0.7805
400,420,28,34,0.0831,0.3118,0.3933,0.3239,0.3433,0.3297,0.4813,0.2694,0.3044,0.3391,0.4186,0.1991,0.2337,0.2712,0.1941,0.1821,0.0862,0.0435,0.0216,0.0247,0.1413,1.1788
400,420,36,42,0.0862,0.2417,0.2844,0.2727,0.2992,0.2775,0.4711,0.2335,0.2561,0.2910,0.4108,0.1507,0.2735,0.3290,0.2557,0.2259,0.1232,0.0372,0.0380,0.0322,0.2061,0.9229
400,420,44,50,0.0723,0.1694,0.1811,0.2035,0.2514,0.2342,0.3954,0.2049,0.2420,0.2788,0.4067,0.1289,0.1600,0.1941,0.1517,0.1145,0.0689,0.0297,0.0259,0.0134,0.1815,0.8212
120,150,4,12,0.1145,0.2361,0.3083,0.3449,0.5332,0.4905,0.5247,0.3490,0.5238,0.5890,0.7486,0.2599,0.2227,0.2739,0.1915,0.1156,0.0526,0.0180,0.0065,0.0255,0.0000,1.6214
120,150,12,20,0.1612,0.4481,0.5482,0.5898,0.7890,0.7537,0.6300,0.4213,0.7189,0.7805,0.8516,0.3402,0.2342,0.2802,0.1950,0.1131,0.0511,0.0177,0.0026,0.0398,0.0000,2.5687
120,150,20,28,0.1973,0.3548,0.4246,0.4785,0.7064,0.6595,0.6706,0.4505,0.6733,0.7289,0.8291,0.3463,0.2748,0.3260,0.2281,0.1602,0.0681,0.0119,0.0057,0.0376,0.0000,2.2590
120,150,28,36,0.1979,0.3643,0.4548,0.4764,0.6714,0.6258,0.6516,0.4209,0.5990,0.6551,0.7435,0.2616,0.2648,0.3159,0.2299,0.1523,0.0698,0.0165,0.0048,0.0361,0.0000,2.1106
120,150,36,44,0.2379,0.3515,0.4576,0.4631,0.6453,0.5955,0.5687,0.4026,0.5440,0.6027,0.6776,0.2196,0.2183,0.2580,0.1935,0.1291,0.0590,0.0157,0.0049,0.0326,0.0000,2.0177
140,170,4,12,0.1859,0.2359,0.3005,0.3430,0.5155,0.4789,0.8206,0.5745,0.5122,0.5700,0.7611,0.2583,0.3304,0.3873,0.2751,0.1706,0.0892,0.0188,0.0143,0.0338,0.0000,1.5702
140,170,12,20,0.1915,0.2545,0.3449,0.3955,0.5705,0.5317,0.7094,0.4614,0.5438,0.5927,0.7558,0.2623,0.2905,0.3380,0.2794,0.2120,0.1015,0.0182,0.0169,0.0280,0.0000,1.7626
140,170,20,28,0.1827,0.2799,0.4133,0.4080,0.5854,0.5423,0.6204,0.4001,0.5651,0.6053,0.7666,0.2885,0.2570,0.3023,0.2695,0.2256,0.1071,0.0243,0.0214,0.0428,0.0000,1.8602
140,170,28,36,0.1640,0.2647,0.3715,0.4113,0.5810,0.5329,0.6135,0.3916,0.5539,0.5897,0.7476,0.2758,0.2464,0.2886,0.2616,0.2145,0.1036,0.0238,0.0197,0.0479,0.0000,1.8022
140,170,36,44,0.1880,0.2980,0.4033,0.4183,0.5903,0.5386,0.5929,0.3844,0.5291,0.5728,0.6921,0.2353,0.2481,0.2901,0.2710,0.2080,0.1071,0.0199,0.0215,0.0403,0.0000,1.8137
160,190,4,12,0.4706,0.3898,0.5068,0.5486,0.7558,0.7580,1.0842,0.9018,0.7921,0.8274,0.9766,0.4328,0.4798,0.5343,0.3734,0.2511,0.1454,0.0318,0.0263,0.0571,0.1265,2.5558
160,190,12,20,0.1933,0.2885,0.3932,0.4388,0.6213,0.5991,0.5960,0.4563,0.6125,0.6488,0.8065,0.3083,0.3025,0.3465,0.3357,0.2781,0.1573,0.0310,0.0426,0.0662,0.1259,2.0357
160,190,20,28,0.1481,0.2932,0.4144,0.4261,0.5635,0.5262,0.4478,0.3609,0.5068,0.5409,0.6801,0.2383,0.2786,0.3273,0.3608,0.2783,0.1899,0.0601,0.0456,0.0671,0.1729,1.8126
160,190,28,36,0.1967,0.2778,0.3830,0.4275,0.5702,0.5278,0.5576,0.4415,0.5053,0.5387,0.6656,0.2383,0.3626,0.4261,0.4609,0.3375,0.2518,0.0367,0.0512,0.0832,0.2303,1.7940
160,190,36,44,0.2180,0.3010,0.4017,0.4349,0.5780,0.5442,0.6204,0.5055,0.5301,0.5607,0.6886,0.2604,0.4442,0.5183,0.5281,0.3845,0.2759,0.0347,0.0568,0.0844,0.0728,1.8048
180,210,4,12,0.3570,0.7286,0.8804,0.8853,1.0557,1.0621,0.8941,0.7979,1.0338,1.0521,1.0941,0.5979,0.4284,0.4748,0.3691,0.2488,0.1655,0.0480,0.0445,0.0832,0.0633,3.6045
180,210,12,20,0.2351,0.3078,0.4248,0.4683,0.6134,0.5914,0.6063,0.5925,0.5758,0.6214,0.7496,0.2996,0.3980,0.4564,0.4445,0.2902,0.2455,0.0552,0.0900,0.0742,0.1967,1.9382
180,210,20,28,0.2473,0.2797,0.3984,0.4139,0.5347,0.5116,0.7945,0.7519,0.5099,0.5513,0.6978,0.2886,0.7689,0.8554,0.8300,0.7116,0.6370,0.0726,0.1455,0.1253,0.1753,1.6644
180,210,28,36,0.3369,0.3322,0.4419,0.4803,0.6226,0.6061,0.9250,0.8961,0.6241,0.6575,0.8241,0.4051,0.9743,1.0779,0.9844,0.8516,0.7824,0.1029,0.1964,0.1733,0.3533,2.0604
180,210,36,44,0.4548,0.3698,0.4922,0.5343,0.6928,0.6825,1.1821,1.2715,0.7312,0.7536,0.9300,0.4979,1.1795,1.2988,1.0029,0.7267,0.6681,0.0926,0.1827,0.1383,0.2342,2.2417
200,230,4,12,0.3265,0.6559,0.7823,0.8055,0.9952,0.9582,0.6089,0.6182,0.9055,0.9525,1.0080,0.4821,0.3571,0.4180,0.3325,0.1607,0.1304,0.0564,0.0707,0.0527,0.0000,3.2896
200,230,12,20,0.3523,0.4184,0.5104,0.5697,0.7699,0.7339,0.6511,0.7481,0.7560,0.7977,0.9241,0.4798,0.5798,0.6577,0.5911,0.3522,0.3434,0.0906,0.1733,0.1576,0.0000,2.5814
200,230,20,28,0.7624,0.4838,0.5854,0.6432,0.8438,0.8576,1.4792,1.8486,0.9923,1.0087,1.1677,0.9596,1.6690,1.6898,1.2979,1.1803,1.1470,0.2792,0.5340,0.4757,0.1456,3.1069
200,230,28,36,0.7788,0.5662,0.6694,0.7225,0.9374,0.9534,1.3847,1.7426,1.1370,1.1376,1.3098,1.1350,1.7107,1.7204,1.3291,1.2115,1.2430,0.3393,0.6323,0.5851,0.5232,3.6121
200,230,36,44,0.7683,0.8213,1.0102,1.0125,1.3048,1.3480,1.5913,1.8262,1.5376,1.5131,1.5628,1.4840,1.6609,1.6944,1.1868,1.0122,0.9936,0.2825,0.4309,0.3895,0.2195,4.8103
220,250,4,12,0.6611,0.5818,0.7014,0.6907,0.8660,0.8153,0.4091,0.5159,0.8001,0.8636,0.9831,0.4190,0.2963,0.3530,0.3239,0.1312,0.1366,0.0430,0.0599,0.1120,0.0847,2.6782
220,250,12,20,0.6806,0.5335,0.6728,0.6740,0.8692,0.8467,0.5819,0.8230,0.9110,0.9602,1.0816,0.6810,0.5979,0.6836,0.5731,0.2451,0.2679,0.1173,0.2216,0.2488,0.2295,2.9955
220,250,20,28,1.0730,1.3453,1.3594,1.4836,1.6557,1.7454,1.5061,2.3540,1.8619,1.8739,1.6851,1.9757,1.7362,1.7575,1.2287,0.7648,0.8457,0.4400,0.7750,0.7868,0.5748,6.4292
220,250,28,36,0.6264,1.2365,1.2574,1.3648,1.5105,1.5932,1.2876,1.5992,1.7464,1.7236,1.6079,1.9422,1.6011,1.5827,1.2745,1.0951,1.1654,0.6622,0.9587,0.9864,1.0318,6.4294
220,250,36,44,0.7078,1.2357,1.2670,1.4060,1.5956,1.6471,0.9250,0.9706,1.7605,1.7116,1.5671,1.7981,0.9824,0.9902,0.9136,0.8952,0.8795,0.5848,0.7392,0.7847,0.5949,6.7488
240,270,4,12,1.5727,0.7322,0.9454,0.7424,0.8823,0.8236,1.1005,1.5834,0.7691,0.8579,0.9148,0.4065,0.9179,1.0119,0.7265,0.3115,0.3350,0.0559,0.0777,0.2413,0.2052,2.8721
240,270,12,20,1.0193,0.9493,1.1943,1.0447,1.1975,1.2127,1.4469,1.9140,1.2084,1.2810,1.3040,0.8555,1.3324,1.4164,1.0338,0.5989,0.5584,0.1131,0.1605,0.3516,0.1682,4.2798
240,270,20,28,0.5144,1.8210,1.8143,1.9694,2.1204,2.2062,1.0608,1.2902,2.2124,2.2098,1.8462,2.0643,1.0855,1.1236,0.9808,0.6920,0.7069,0.3825,0.5117,0.6137,0.4533,7.5317
240,270,28,36,0.3407,1.0400,1.0300,1.1973,1.3350,1.3747,0.8435,0.9307,1.4686,1.4474,1.3329,1.5433,0.8930,0.9253,0.9125,0.7558,0.7176,0.8300,0.9497,0.9283,1.0683,5.1951
240,270,36,44,0.4163,0.7728,0.8077,0.8543,0.9186,0.8913,0.8599,0.9851,0.9197,0.9235,0.9253,0.8713,0.8029,0.8328,0.7834,0.6641,0.5582,0.7988,0.8210,0.8043,1.2092,5.2812
260,290,4,12,1.9187,1.9174,2.2507,1.8547,1.9746,2.0143,1.7824,2.6150,1.9174,1.9100,1.7459,1.3784,1.6236,1.7224,1.1153,0.6426,0.6229,0.1615,0.1718,0.4383,0.4188,7.6179
260,290,12,20,0.6360,1.6208,1.7702,1.7993,1.9889,2.0553,1.4814,1.7716,2.0917,2.0724,1.8101,1.8246,1.4891,1.5237,1.2201,1.1398,0.9711,0.3517,0.4240,0.6410,0.3483,7.6932
260,290,20,28,0.2081,0.8525,0.8613,1.0052,1.1990,1.1736,0.6309,0.5820,1.2230,1.2191,1.1435,1.0518,0.6599,0.7225,0.8170,0.8506,0.8029,0.4974,0.6757,0.6796,0.7202,4.7514
260,290,28,36,0.3498,0.6284,0.6633,0.7443,0.9086,0.9163,0.9217,1.0213,1.0111,1.0189,0.9870,0.9826,0.8934,0.9550,0.8389,0.7859,0.6594,0.5565,0.6884,0.6540,0.5790,3.6192
260,290,36,44,0.4048,0.6895,0.7542,0.8164,0.9817,0.9921,0.9693,1.0668,1.0662,1.0706,1.0188,0.9649,0.8203,0.8842,0.6972,0.5829,0.4257,0.4333,0.4936,0.4459,0.2653,3.8165
280,310,4,12,0.8624,2.4804,2.6649,2.5062,2.5493,2.5915,1.7797,2.1770,2.5663,2.4741,2.1659,2.1514,1.7330,1.8610,1.0722,0.8662,0.8077,0.2466,0.3264,0.6168,0.6744,9.8001
280,310,12,20,0.2665,1.0658,1.0537,1.2244,1.4190,1.4127,0.8780,0.9123,1.5391,1.5026,1.4439,1.4582,0.9827,1.0701,0.8913,0.9872,0.9237,0.4792,0.8394,0.7964,1.0770,5.5338
280,310,20,28,0.1878,0.3408,0.4548,0.5002,0.6711,0.6416,0.6153,0.5873,0.7345,0.7345,0.9080,0.5608,0.5416,0.6267,0.5689,0.5722,0.5142,0.4311,0.7916,0.7753,1.8962,3.2011
280,310,28,36,0.2582,0.5848,0.6723,0.7523,0.9537,0.9367,0.6196,0.5884,1.0573,1.0363,1.1175,0.8624,0.4052,0.4762,0.3932,0.3219,0.2387,0.3244,0.4919,0.4383,0.9692,3.6905
280,310,36,44,0.3363,0.5856,0.7497,0.7820,1.0240,0.9830,0.5603,0.5569,1.0767,1.0721,1.1829,0.7628,0.3186,0.3802,0.2865,0.1793,0.1283,0.1985,0.2322,0.2240,0.4471,3.6099
300,330,4,12,0.1527,1.3382,1.4791,1.6022,1.8193,1.8360,0.6866,0.5884,2.0649,1.9056,1.9819,1.7552,0.5883,0.6703,0.5069,0.4888,0.3569,0.3379,0.3984,0.3818,0.5155,6.8056
300,330,12,20,0.1142,0.4550,0.5754,0.6641,0.8419,0.8272,0.4434,0.3763,0.9559,0.9357,1.1595,0.7688,0.3539,0.4105,0.3577,0.3310,0.2324,0.3800,0.6466,0.5618,0.8399,3.1063
300,330,20,28,0.1684,0.2933,0.4154,0.4642,0.6577,0.6184,0.4261,0.3922,0.6996,0.7058,0.9289,0.4272,0.2706,0.3204,0.2614,0.1656,0.1157,0.1377,0.3375,0.2989,0.5497,2.3474
300,330,28,36,0.2614,0.3453,0.4838,0.5190,0.6872,0.6417,0.4124,0.3801,0.6795,0.7032,0.8846,0.3324,0.2109,0.2459,0.1926,0.0924,0.0715,0.0958,0.1143,0.1378,0.3469,2.4263
300,330,36,44,0.2543,0.4230,0.5942,0.5651,0.7464,0.6883,0.3881,0.3855,0.6727,0.7261,0.8640,0.2711,0.1823,0.2147,0.1600,0.0596,0.0539,0.0354,0.0459,0.1248,0.2963,2.6829
320,350,4,12,0.1168,0.2490,0.3450,0.4068,0.6057,0.5618,0.4137,0.2712,0.6597,0.6760,0.9412,0.3933,0.2161,0.2539,0.2201,0.1678,0.0941,0.1309,0.1490,0.1131,0.2576,1.8799
320,350,12,20,0.1113,0.1892,0.2763,0.3293,0.4801,0.4488,0.4012,0.2767,0.5154,0.5483,0.7713,0.2699,0.2057,0.2386,0.1852,0.1080,0.0608,0.0906,0.0963,0.0880,0.1424,1.5047
320,350,20,28,0.1784,0.2322,0.3385,0.3618,0.5124,0.4775,0.3638,0.2842,0.5077,0.5492,0.7427,0.2323,0.1721,0.1903,0.1512,0.0632,0.0459,0.0396,0.0476,0.0668,0.1819,1.6772
320,350,28,36,0.1511,0.2910,0.3954,0.3941,0.5297,0.4856,0.3404,0.2688,0.4740,0.5283,0.6756,0.1777,0.1544,0.1756,0.1420,0.0625,0.0473,0.0306,0.0233,0.0684,0.1383,1.8523
320,350,36,44,0.2555,0.3423,0.5013,0.4503,0.5721,0.5217,0.4275,0.3501,0.4825,0.5477,0.6629,0.1775,0.1781,0.1939,0.1520,0.0837,0.0606,0.0275,0.0180,0.0778,0.1388,1.9519
340,370,4,12,0.1771,0.1891,0.2657,0.2782,0.3795,0.3591,0.4494,0.2930,0.4053,0.4417,0.6484,0.1776,0.1669,0.2040,0.1438,0.0745,0.0376,0.0625,0.0287,0.0406,0.4616,1.2583
340,370,12,20,0.1804,0.1881,0.2827,0.2741,0.3865,0.3660,0.3752,0.2569,0.4175,0.4553,0.6537,0.1668,0.1456,0.1764,0.1292,0.0590,0.0318,0.0264,0.0151,0.0349,0.2878,1.2231
340,370,20,28,0.1061,0.2179,0.3016,0.2935,0.3819,0.3581,0.2323,0.1590,0.3836,0.4304,0.5973,0.1381,0.1107,0.1293,0.1139,0.0500,0.0296,0.0251,0.0094,0.0332,0.3384,1.2245
340,370,28,36,0.1235,0.1634,0.2414,0.2600,0.3640,0.3335,0.3019,0.1905,0.3396,0.3870,0.5233,0.1186,0.1208,0.1489,0.1284,0.0926,0.0492,0.0259,0.0128,0.0438,0.1201,1.2664
340,370,36,44,0.2328,0.4473,0.6359,0.5014,0.5448,0.4938,0.3775,0.2642,0.4134,0.4651,0.5391,0.1483,0.1478,0.1721,0.1539,0.1255,0.0741,0.0329,0.0180,0.0613,0.3079,1.7891
360,390,4,12,0.1694,0.3031,0.4063,0.3945,0.4810,0.4584,0.4229,0.2866,0.4558,0.4976,0.6632,0.1551,0.1362,0.1696,0.1115,0.0516,0.0261,0.0141,0.0036,0.0269,0.4820,1.6232
360,390,12,20,0.0982,0.2641,0.3527,0.3192,0.4015,0.3702,0.2593,0.1640,0.3722,0.4113,0.5657,0.1186,0.0910,0.1174,0.0949,0.0498,0.0245,0.0292,0.0030,0.0206,0.2740,1.2767
360,390,20,28,0.0875,0.1266,0.1714,0.1905,0.2658,0.2338,0.2034,0.1171,0.2461,0.2852,0.4240,0.0718,0.0770,0.0965,0.0850,0.0543,0.0219,0.0272,0.0062,0.0221,0.3309,0.7361
360,390,28,36,0.1928,0.2048,0.2896,0.2754,0.3425,0.3023,0.3748,0.2377,0.2782,0.3211,0.4246,0.0925,0.1425,0.1716,0.1384,0.1362,0.0565,0.0352,0.0137,0.0348,0.0790,1.0115
360,390,36,44,0.1402,0.4364,0.5779,0.4645,0.4803,0.4085,0.3333,0.1916,0.3226,0.3657,0.4383,0.1193,0.1413,0.1713,0.1636,0.1503,0.0812,0.0416,0.0300,0.0595,0.3183,1.3490
380,410,4,12,0.0639,0.2727,0.3518,0.3503,0.4163,0.4015,0.2988,0.1501,0.3768,0.4103,0.5290,0.1218,0.0820,0.1066,0.0796,0.0467,0.0196,0.0208,0.0009,0.0207,0.1531,1.4272
380,410,12,20,0.0556,0.1572,0.2099,0.2150,0.2528,0.2364,0.2668,0.1108,0.2164,0.2503,0.3481,0.0655,0.0674,0.0862,0.0703,0.0517,0.0170,0.0156,0.0009,0.0109,0.1382,0.7992
380,410,20,28,0.0699,0.1453,0.1862,0.1814,0.2239,0.2080,0.2874,0.1365,0.1926,0.2291,0.3252,0.0574,0.0790,0.0977,0.0802,0.0687,0.0205,0.0197,0.0033,0.0116,0.0000,0.6722
380,410,28,36,0.1155,0.3377,0.4397,0.3589,0.3792,0.3568,0.4812,0.2441,0.3052,0.3441,0.4028,0.1521,0.1948,0.2289,0.1791,0.1904,0.0774,0.0355,0.0174,0.0389,0.1664,1.2500
380,410,36,44,0.0671,0.2690,0.3811,0.3366,0.3376,0.3067,0.3838,0.1780,0.2550,0.2925,0.3858,0.1198,0.1708,0.2096,0.1890,0.1718,0.0873,0.0347,0.0349,0.0422,0.0365,0.9769
120,165,4,16,0.1440,0.2560,0.3415,0.3801,0.5710,0.5344,0.6571,0.4420,0.5580,0.6152,0.7750,0.2750,0.2607,0.3127,0.2232,0.1412,0.0674,0.0190,0.0078,0.0329,0.0000,1.7647
120,165,12,24,0.1838,0.3694,0.4709,0.5037,0.7063,0.6721,0.6621,0.4404,0.6671,0.7159,0.8256,0.3255,0.2582,0.3056,0.2319,0.1606,0.0742,0.0191,0.0062,0.0300,0.0000,2.3058
120,165,20,32,0.1876,0.3238,0.4286,0.4555,0.6564,0.6167,0.6586,0.4242,0.6277,0.6700,0.7920,0.3128,0.2678,0.3164,0.2471,0.1903,0.0853,0.0179,0.0098,0.0444,0.0000,2.0889
120,165,28,40,0.1825,0.3289,0.4340,0.4578,0.6446,0.6018,0.6195,0.4008,0.5820,0.6258,0.7319,0.2599,0.2457,0.2899,0.2339,0.1692,0.0802,0.0193,0.0099,0.0438,0.0000,2.0390
120,165,36,48,0.2200,0.3436,0.4495,0.4505,0.6198,0.5691,0.5789,0.3955,0.5256,0.5747,0.6672,0.2188,0.2254,0.2649,0.2179,0.1514,0.0749,0.0165,0.0085,0.0378,0.0000,1.8995
140,185,4,16,0.2753,0.2935,0.3751,0.4015,0.6119,0.5776,0.8306,0.6333,0.6048,0.6578,0.8250,0.3123,0.3699,0.4227,0.3117,0.2111,0.1148,0.0230,0.0219,0.0381,0.0679,1.9234
140,185,12,24,0.1910,0.2781,0.3793,0.4137,0.5972,0.5557,0.6091,0.4357,0.5636,0.6121,0.7675,0.2785,0.2749,0.3224,0.2928,0.2350,0.1224,0.0230,0.0273,0.0502,0.0000,1.8787
140,185,20,32,0.1786,0.2794,0.3955,0.4170,0.5804,0.5346,0.5650,0.3985,0.5398,0.5815,0.7286,0.2700,0.2657,0.3125,0.3065,0.2395,0.1401,0.0277,0.0313,0.0523,0.0030,1.8228
140,185,28,40,0.1756,0.2729,0.3737,0.4114,0.5755,0.5268,0.5747,0.4084,0.5276,0.5661,0.6992,0.2504,0.2939,0.3434,0.3436,0.2599,0.1615,0.0275,0.0329,0.0575,0.0000,1.7753
140,185,36,48,0.1947,0.3201,0.4317,0.4416,0.5977,0.5488,0.6104,0.4504,0.5267,0.5702,0.6839,0.2436,0.3392,0.3957,0.3711,0.2747,0.1669,0.0255,0.0335,0.0602,0.0000,1.8233
160,205,4,16,0.3523,0.4570,0.5819,0.6092,0.7974,0.7912,0.8773,0.7349,0.8045,0.8353,0.9578,0.4490,0.4194,0.4723,0.3670,0.2521,0.1597,0.0384,0.0419,0.0332,0.1089,2.6087
160,205,12,24,0.1923,0.2931,0.4135,0.4442,0.5950,0.5678,0.5584,0.4822,0.5566,0.5964,0.7353,0.2777,0.3569,0.4127,0.4109,0.3201,0.2230,0.0398,0.0667,0.0528,0.0828,1.8686
160,205,20,32,0.1965,0.3008,0.4239,0.4324,0.5641,0.5267,0.5874,0.5160,0.5070,0.5467,0.6845,0.2617,0.4878,0.5591,0.5677,0.4431,0.3783,0.0488,0.0906,0.0775,0.2551,1.7731
160,205,28,40,0.2515,0.2928,0.3998,0.4387,0.5824,0.5516,0.7065,0.6317,0.5507,0.5861,0.7367,0.3080,0.6167,0.7060,0.6705,0.5217,0.4371,0.0552,0.1081,0.0927,0.1225,1.8451
