ion,wvl,I_idl,cen_fit,wid_fit,chi2red,note
  188.216, 4.99796e+02, 188.2028, 0.02767,   116.570,free width
  193.874, 1.83947e+02, 193.8645, 0.02844,    48.620,free width
  200.972, 1.16699e+02, 200.9789, 0.03121,    30.823,free width
  208.604, 3.58064e+01, 208.5850, 0.03121,     6.932,width fixed to CaXV = 0.03121
  192.858, 3.14597e+01, 192.8200, 0.02844,   564.964,Ko+2009: OV tied, FeXI fixed from 188.216, width=CaXIV
